-0.1003492640507502, -44.68085106382975
-0.09055205103531844, -46.80851063829783
-0.08037438967889092, -44.68085106382975
-0.07057539470401654, -44.68085106382975
-0.06039951530703161, -44.68085106382975
-0.05022363591004669, -44.68085106382975
-0.040046865533340484, -43.61702127659572
-0.02986920417691294, -41.48936170212761
-0.020067536262874636, -38.2978723404255
-0.010259631490787263, -27.659574468085083
-0.00006147760076979925, -1.063829787233999
0.0048585124202573104, 23.404255319148945
0.010190135072525752, 89.36170212765961
0.015116361951602014, 121.27659574468089
0.020397198759756235, 126.59574468085106
0.024573220713496574, 162.76595744680856
0.0298896967105029, 210.63829787234044
0.03444973092412418, 255.31914893617022
